STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
48,113,016406,4857,+32.702566,-097.009718
48,113,016407,6703,+32.704588,-096.996623
48,113,016408,7115,+32.693165,-097.002738
48,113,016409,3377,+32.681484,-096.996901
48,113,016410,4951,+32.663500,-097.023778
48,113,016411,8935,+32.647943,-097.026217
48,113,016412,4364,+32.662559,-096.998042
48,113,016413,6809,+32.663808,-097.009656
48,113,016502,6849,+32.667933,-096.906615
48,113,016509,5565,+32.634570,-096.915621
48,113,016510,11035,+32.647279,-096.957281
48,113,016511,4259,+32.626500,-096.950360
48,113,016513,5079,+32.632239,-096.935404
48,113,016514,7428,+32.614837,-096.946720
48,113,016516,5504,+32.655776,-096.899600
48,113,016517,4279,+32.639995,-096.901710
48,113,016518,4912,+32.654432,-096.917920
48,113,016519,2267,+32.653576,-096.934268
48,113,016520,6953,+32.687152,-096.910401
48,113,016521,5326,+32.679029,-096.944834
48,113,016522,3068,+32.600787,-096.961577
48,113,016523,4734,+32.572351,-096.989129
48,113,016605,6941,+32.638915,-096.856336
48,113,016606,7138,+32.631934,-096.891068
48,113,016607,3297,+32.653563,-096.884721
48,113,016610,4796,+32.610858,-096.832876
48,113,016611,6133,+32.581645,-096.840600
48,113,016612,12568,+32.586420,-096.884936
48,113,016615,3715,+32.576478,-096.932762
48,113,016616,5567,+32.566765,-096.948956
48,113,016617,4413,+32.612988,-096.886874
48,113,016618,4518,+32.607521,-096.864168
48,113,016619,3434,+32.613131,-096.850439
48,113,016620,5412,+32.597045,-096.840160
48,113,016621,5403,+32.568102,-096.843067
48,113,016622,3539,+32.554544,-096.837881
48,113,016623,5765,+32.561916,-096.871997
48,113,016624,3479,+32.576981,-096.919541
48,113,016625,8841,+32.599625,-096.922364
48,113,016626,4658,+32.584513,-096.937185
48,113,016701,6084,+32.660702,-096.767854
48,113,016703,9729,+32.623792,-096.795930
48,113,016704,4132,+32.618308,-096.774439
48,113,016705,6742,+32.608535,-096.786580
48,113,016802,3688,+32.572985,-096.782949
48,113,016803,5781,+32.598012,-096.767828
48,113,016804,7439,+32.598012,-096.798751
48,113,016902,5563,+32.649417,-096.707633
48,113,016903,5191,+32.594180,-096.688133
48,113,017001,9090,+32.648060,-096.571647
48,113,017003,9567,+32.665709,-096.551914
48,113,017004,8357,+32.687164,-096.575617
48,113,017101,5144,+32.693065,-096.596042
48,113,017102,4786,+32.672277,-096.639678
48,113,017201,5548,+32.726549,-096.622701
48,113,017202,8477,+32.723557,-096.611331
48,113,017301,6158,+32.712237,-096.597000
48,113,017303,7795,+32.755993,-096.576522
48,113,017304,9322,+32.748833,-096.558622
48,113,017305,9583,+32.732840,-096.541322
48,113,017306,7635,+32.728560,-096.585263
48,113,017400,5319,+32.753701,-096.589688
48,113,017500,3837,+32.756257,-096.606357
48,113,017602,4120,+32.769067,-096.638660
48,113,017604,3172,+32.741296,-096.618233
48,113,017605,3550,+32.754291,-096.644524
48,113,017606,4914,+32.755660,-096.627761
48,113,017702,7804,+32.779080,-096.593526
48,113,017703,4661,+32.783729,-096.616048
48,113,017704,6033,+32.777360,-096.607482
48,113,017804,5976,+32.797516,-096.640842
48,113,017805,5503,+32.788011,-096.647567
48,113,017806,4745,+32.800837,-096.656472
48,113,017807,5720,+32.812954,-096.638918
48,113,017808,4600,+32.828795,-096.605448
48,113,017811,4467,+32.819195,-096.605428
48,113,017812,2412,+32.817665,-096.620983
48,113,017813,6087,+32.801307,-096.617760
48,113,017814,5302,+32.802910,-096.604292
48,113,017900,5063,+32.820424,-096.652733
48,113,018001,6183,+32.833992,-096.644226
48,113,018002,3604,+32.824955,-096.637912
48,113,018104,6579,+32.793032,-096.572632
48,113,018105,6086,+32.921777,-096.620335
48,113,018110,4813,+32.878697,-096.606391
48,113,018111,6610,+32.865885,-096.618138
48,113,018118,7493,+32.860317,-096.592711
48,113,018120,4668,+32.931765,-096.603206
48,113,018121,5294,+32.919493,-096.604863
48,113,018122,13028,+32.971224,-096.575979
48,113,018123,8497,+32.939754,-096.610997
48,113,018124,17151,+32.935026,-096.529903
48,113,018126,6536,+32.858577,-096.631556
48,113,018127,3179,+32.853602,-096.638758
48,113,018128,5577,+32.853483,-096.605743
48,113,018129,4536,+32.844186,-096.613795
48,113,018130,4152,+32.839759,-096.627409
48,113,018132,5097,+32.838948,-096.579000
48,113,018133,3457,+32.898196,-096.571362
48,113,018134,5421,+32.901894,-096.524940
48,113,018135,3447,+32.886464,-096.528654
48,113,018136,7761,+32.885597,-096.567812
48,113,018137,4031,+32.858927,-096.563856
48,113,018138,4076,+32.849763,-096.582775
48,113,018139,7096,+32.921338,-096.579565
48,113,018140,5377,+32.918182,-096.562369
48,113,018141,3830,+32.858789,-096.546431
48,113,018142,3287,+32.846109,-096.561511
48,113,018203,6463,+32.900095,-096.611428
48,113,018204,4712,+32.900220,-096.625431
48,113,018205,4564,+32.887456,-096.617359
48,113,018206,4683,+32.885897,-096.626778
48,113,018300,7232,+32.886507,-096.642267
48,113,018401,4731,+32.872948,-096.654341
48,113,018402,3993,+32.871565,-096.642134
48,113,018403,920,+32.861541,-096.646114
48,113,018501,3709,+32.886948,-096.659940
48,113,018503,4833,+32.906833,-096.721745
48,113,018505,3190,+32.906484,-096.714374
48,113,018506,3265,+32.902727,-096.711552
48,113,018600,3531,+32.900970,-096.656530
48,113,018700,6523,+32.900629,-096.638732
48,113,018801,4301,+32.924917,-096.641124
48,113,018802,835,+32.912833,-096.642201
48,113,018900,6155,+32.922475,-096.655950
48,113,019004,6611,+32.925963,-096.696456
48,113,019013,5510,+32.914082,-096.676652
48,113,019014,6971,+32.923804,-096.675126
48,113,019016,3062,+32.918696,-096.738718
48,113,019018,5013,+32.925125,-096.713062
48,113,019019,6608,+32.915563,-096.710006
48,113,019020,5046,+32.939495,-096.673033
48,113,019021,7050,+32.938477,-096.656098
48,113,019023,4826,+32.953692,-096.689666
48,113,019024,4118,+32.938696,-096.689425
48,113,019025,4967,+32.946028,-096.629716
48,113,019026,5406,+32.937981,-096.638047
48,113,019027,4950,+32.954202,-096.652238
48,113,019028,3690,+32.956458,-096.675265
48,113,019029,5905,+32.948802,-096.666745
48,113,019031,6186,+32.972604,-096.674795
48,113,019032,4178,+32.920005,-096.692625
48,113,019033,4565,+32.913581,-096.692032
48,113,019034,3975,+32.920104,-096.727941
48,113,019035,4235,+32.912159,-096.723611
48,113,019036,2792,+32.976729,-096.692864
48,113,019037,3491,+32.965717,-096.689943
48,113,019038,1015,+32.977683,-096.712874
48,113,019039,6562,+32.943468,-096.708822
48,113,019040,5951,+32.934952,-096.726656
48,113,019041,2910,+32.928968,-096.727127
48,113,019042,4527,+32.971514,-096.657820
48,113,019043,7728,+32.972009,-096.618991
48,113,019100,4865,+32.947422,-096.722248
48,113,019202,4475,+32.944487,-096.749753
48,113,019203,3617,+32.956543,-096.743622
48,113,019204,8224,+32.947097,-096.763839
48,113,019205,3257,+32.970419,-096.762153
48,113,019206,5448,+32.974080,-096.750911
48,113,019208,5504,+32.931122,-096.764762
48,113,019210,3944,+32.981369,-096.731643
48,113,019211,5146,+32.968655,-096.733879
48,113,019212,3697,+32.933806,-096.759867
48,113,019213,3247,+32.937390,-096.756811
48,113,019301,2942,+32.855991,-096.781723
48,113,019302,5215,+32.844557,-096.781678
48,113,019400,3965,+32.846328,-096.790446
48,113,019501,6569,+32.857260,-096.799944
48,113,019502,4346,+32.843874,-096.808108
48,113,019600,2265,+32.831348,-096.787423
48,113,019700,2047,+32.833719,-096.795121
48,113,019800,4252,+32.829323,-096.812293
48,113,019900,4269,+32.738152,-096.887618
48,113,020000,4262,+32.979615,-097.003949
48,113,020100,2318,+32.815573,-096.911050
48,113,020200,3678,+32.679011,-096.750602
48,113,020300,2568,+32.770707,-096.769261
48,113,020400,5518,+32.776950,-096.786663
48,113,020500,4820,+32.785475,-096.865451
48,113,020600,2462,+32.872697,-096.823941
48,113,020700,5022,+32.966890,-096.866492
48,113,980000,0,+32.889235,-097.012816
48,113,980100,10,+32.834627,-096.841367
48,115,950401,4158,+32.746345,-101.955796
48,115,950402,4001,+32.730297,-101.938480
48,115,950500,3839,+32.727984,-101.962336
48,115,950600,1835,+32.731585,-101.931025
48,117,950300,5854,+34.833784,-102.401408
48,117,950400,5695,+34.826012,-102.400640
48,117,950500,3981,+34.815121,-102.402195
48,117,950600,3842,+34.871295,-102.404928
48,119,950100,2973,+33.377382,-095.715359
48,119,950200,2258,+33.370892,-095.690447
48,121,020103,10076,+33.336984,-096.978497
48,121,020104,3216,+33.312713,-096.896087
48,121,020105,6094,+33.227294,-096.919088
48,121,020106,5860,+33.235327,-096.968784
48,121,020107,4957,+33.202318,-096.985335
48,121,020108,8266,+33.197960,-096.909559
48,121,020109,2185,+33.191694,-096.871974
48,121,020110,5214,+33.184791,-096.876855
48,121,020111,4008,+33.172360,-096.872783
48,121,020112,2886,+33.172727,-096.887681
48,121,020113,9273,+33.175831,-096.910468
48,121,020114,8134,+33.163879,-096.922793
48,121,020115,4853,+33.166653,-096.978884
48,121,020202,9228,+33.299031,-097.253662
48,121,020203,4847,+33.354705,-097.170562
48,121,020204,3851,+33.387970,-097.205334
48,121,020205,1800,+33.323636,-097.085075
48,121,020303,10299,+33.113926,-097.171415
48,121,020305,7277,+33.005884,-097.167828
48,121,020306,6035,+33.009635,-097.245976
48,121,020307,6886,+33.016940,-097.206301
48,121,020308,10354,+33.045148,-097.331480
48,121,020309,8315,+33.137702,-097.300925
48,121,020310,2745,+33.150182,-097.240839
48,121,020401,6622,+33.253534,-097.178048
48,121,020402,4695,+33.237328,-097.151898
48,121,020403,3969,+33.223604,-097.145992
48,121,020503,5726,+33.245313,-097.125488
48,121,020504,2804,+33.263340,-097.121745
48,121,020505,6474,+33.242800,-097.108588
48,121,020506,1888,+33.252539,-097.080681
48,121,020601,4906,+33.227971,-097.122665
48,121,020602,8716,+33.221461,-097.104749
48,121,020700,3266,+33.216810,-097.150392
48,121,020800,5082,+33.199759,-097.150009
48,121,020900,4644,+33.210164,-097.157080
48,121,021000,5724,+33.206733,-097.147194
48,121,021100,2843,+33.209444,-097.138270
48,121,021201,5638,+33.197149,-097.097832
48,121,021202,4242,+33.207174,-097.118380
48,121,021301,3368,+33.197785,-097.127618
48,121,021303,6700,+33.168541,-097.101665
48,121,021304,5561,+33.174823,-097.130747
48,121,021305,3642,+33.184878,-097.119140
48,121,021403,9615,+33.121430,-097.033482
48,121,021404,7929,+33.149340,-097.040116
48,121,021405,9371,+33.191450,-097.069027
48,121,021406,6977,+33.148386,-097.117136
48,121,021407,6413,+33.147752,-097.096749
48,121,021408,6469,+33.136360,-097.072347
48,121,021409,7887,+33.149203,-097.070617
48,121,021502,4478,+33.069366,-097.007302
48,121,021505,5628,+33.074770,-097.033934
48,121,021512,4619,+33.099468,-097.080634
48,121,021513,3544,+33.089443,-097.045538
48,121,021514,4203,+33.082499,-097.061710
48,121,021515,5792,+33.140126,-096.910800
48,121,021516,6607,+33.095662,-096.905153
48,121,021517,2557,+33.064642,-096.911169
48,121,021518,3085,+33.080068,-096.899364
48,121,021519,12177,+33.085754,-096.870330
48,121,021520,3818,+33.090357,-096.881690
48,121,021521,4241,+33.095577,-096.886981
48,121,021522,723,+33.117977,-096.873959
48,121,021523,3600,+33.101699,-096.864040
48,121,021524,1775,+33.111219,-096.857418
48,121,021525,8025,+33.140817,-096.873411
48,121,021526,6031,+33.165705,-096.856240
48,121,021527,6056,+33.159527,-096.874934
48,121,021611,4000,+32.994890,-096.898450
48,121,021612,3728,+33.005149,-096.904680
48,121,021613,5356,+33.003701,-096.892057
48,121,021614,3831,+33.004663,-096.879476
48,121,021615,4710,+32.995559,-096.878662
48,121,021616,4441,+33.007249,-096.862385
48,121,021618,4169,+33.044280,-096.997878
48,121,021619,2658,+33.027317,-096.978657
48,121,021620,1654,+33.009450,-096.965977
48,121,021621,3700,+32.998901,-096.915158
48,121,021622,5223,+33.009903,-096.922235
48,121,021623,5490,+33.020773,-096.931171
48,121,021624,7187,+33.027230,-096.938879
48,121,021625,3818,+33.041707,-096.899372
48,121,021626,2091,+33.066429,-096.850942
48,121,021627,6009,+33.047592,-096.850976
48,121,021628,6443,+33.031984,-096.876031
48,121,021629,5419,+33.033724,-096.894171
48,121,021630,4832,+33.020626,-096.908841
48,121,021631,5252,+33.017434,-096.896066
48,121,021632,3463,+33.016359,-096.860373
48,121,021633,4336,+33.017861,-096.877862
48,121,021634,4800,+33.005931,-096.852558
48,121,021635,4176,+33.003613,-096.848208
48,121,021636,6507,+32.992539,-096.848465
48,121,021637,4141,+32.995629,-096.861600
48,121,021638,3984,+32.995770,-096.869364
48,121,021715,4320,+33.062181,-097.035597
48,121,021716,5333,+33.052286,-097.021328
48,121,021717,5318,+33.049688,-097.035948
48,121,021718,7561,+33.093641,-097.121764
48,121,021719,4239,+33.081704,-097.081028
48,121,021720,2914,+33.066300,-097.053002
48,121,021721,3678,+33.055581,-097.052139
48,121,021722,4050,+33.043020,-097.055107
48,121,021723,1334,+33.024037,-097.031637
48,121,021724,4051,+33.026933,-097.051979
48,121,021725,3643,+33.025247,-097.063083
48,121,021726,3096,+33.016663,-097.056778
48,121,021727,4402,+33.005930,-097.050972
48,121,021728,1710,+32.996275,-097.020171
48,121,021729,2892,+33.015499,-097.039553
48,121,021730,3637,+33.015257,-097.026321
48,121,021731,3428,+33.011350,-097.011745
48,121,021732,2131,+33.013463,-096.998724
48,121,021733,2721,+33.006691,-096.998154
48,121,021734,2771,+33.012116,-096.990281
48,121,021735,3553,+33.008599,-096.985045
48,121,021736,2017,+33.000769,-096.984766
48,121,021737,4287,+32.993451,-096.988387
48,121,021738,2388,+32.997081,-096.974365
48,121,021739,3585,+33.019206,-096.989203
48,121,021740,4764,+33.022863,-096.999831
48,121,021741,1885,+33.023808,-097.016838
48,121,021742,6220,+33.033106,-097.030327
48,121,021743,3574,+33.038855,-097.028127
48,121,021744,3352,+33.038700,-097.012012
48,121,021745,5571,+33.031921,-097.008094
48,121,021746,3588,+33.062059,-097.103951
48,121,021747,3949,+33.059563,-097.069191
48,121,021748,4067,+33.043822,-097.080398
48,121,021749,3302,+33.053799,-097.101244
48,121,021750,3890,+33.026191,-097.093456
48,121,021751,4891,+33.029132,-097.097808
48,121,021752,4801,+33.025318,-097.085268
48,121,021753,5089,+33.007271,-097.081060
48,121,021800,3796,+33.101757,-096.847587
48,121,021900,4609,+33.122095,-096.853032
48,123,970100,4006,+29.271621,-097.169012
48,123,970200,5486,+29.114639,-097.311599
48,123,970300,4193,+29.089038,-097.257474
48,123,970400,3704,+28.998987,-097.371264
48,123,970500,2708,+28.983255,-097.538784
48,125,950300,2444,+33.534982,-100.852578
48,127,950200,7715,+28.529163,-099.856810
48,127,950400,2281,+28.485059,-099.684944
48,129,950200,2057,+34.936562,-100.893529
48,129,950300,1620,+34.949063,-100.803913
48,131,950100,5314,+27.759129,-098.249718
48,131,950200,3290,+27.878304,-098.607707
48,131,950500,3178,+27.527459,-098.397895
48,133,950100,2980,+32.464739,-098.672770
48,133,950200,6116,+32.398478,-098.805334
48,133,950300,5120,+32.381268,-098.989176
48,133,950400,1932,+32.132443,-098.992436
48,133,950500,2435,+32.240737,-098.701544
48,135,000100,3084,+31.921775,-102.413663
48,135,000300,1680,+31.906644,-102.380954
48,135,000400,4093,+31.880288,-102.359808
48,135,000500,4474,+31.891175,-102.378767
48,135,000600,5740,+31.876711,-102.373955
48,135,000700,5150,+31.873739,-102.389427
48,135,000800,3528,+31.882031,-102.402708
48,135,001000,4666,+31.856012,-102.402269
48,135,001100,6720,+31.840867,-102.399475
48,135,001300,5160,+31.857674,-102.387371
48,135,001500,4937,+31.861586,-102.369135
48,135,001600,5945,+31.864911,-102.355917
48,135,001700,6069,+31.869745,-102.335260
48,135,001800,3022,+31.840178,-102.347239
48,135,001900,5076,+31.834862,-102.360812
48,135,002000,3501,+31.832411,-102.376674
48,135,002200,3117,+31.754491,-102.407305
48,135,002300,3477,+31.877361,-102.322119
48,135,002400,5189,+31.884875,-102.339718
48,135,002501,3440,+31.936291,-102.392887
48,135,002502,5647,+31.895469,-102.362214
48,135,002503,5067,+31.898895,-102.347402
48,135,002700,9601,+31.859126,-102.491517
48,135,002801,4086,+31.805863,-102.509650
48,135,002802,9020,+31.832157,-102.457710
48,135,002900,3368,+31.887592,-102.307130
48,135,003000,8541,+31.884485,-102.330066
48,135,003100,3732,+31.845830,-102.381004
48,137,950300,2002,+29.977801,-100.199570
48,139,060101,7626,+32.526802,-096.690541
48,139,060102,7075,+32.460400,-096.662273
48,139,060204,8596,+32.532575,-096.855533
48,139,060206,5886,+32.526871,-096.811400
48,139,060207,6300,+32.523855,-096.778638
48,139,060208,3849,+32.408521,-096.811407
48,139,060209,3764,+32.495596,-096.875122
48,139,060210,1498,+32.434305,-096.770895
48,139,060211,3103,+32.444045,-096.905920
48,139,060212,4092,+32.438810,-096.825925
48,139,060213,6460,+32.474771,-096.799107
48,139,060214,7218,+32.500916,-096.929362
48,139,060300,4236,+32.396651,-096.832712
48,139,060400,4216,+32.378338,-096.833164
48,139,060500,3196,+32.386085,-096.858084
48,139,060600,8268,+32.409465,-096.849111
48,139,060701,2047,+32.500331,-097.012432
48,139,060702,3747,+32.493748,-096.969931
48,139,060703,1862,+32.514809,-096.994240
48,139,060801,6286,+32.441303,-096.969950
48,139,060802,5978,+32.445074,-097.007936
48,139,060803,1326,+32.479249,-097.051484
48,139,060900,6086,+32.335857,-096.997630
48,139,061000,4185,+32.171859,-096.907455
48,139,061100,4573,+32.328931,-096.859457
48,139,061200,2107,+32.240804,-096.730654
48,139,061300,2292,+32.332823,-096.694784
48,139,061400,7595,+32.337150,-096.646490
48,139,061500,5338,+32.314554,-096.627485
48,139,061600,6253,+32.336014,-096.620532
48,139,061700,4552,+32.339907,-096.549148
48,141,000101,7464,+31.884508,-106.426481
48,141,000106,6081,+31.920890,-106.429430
48,141,000107,5807,+31.920659,-106.413757
48,141,000108,2505,+31.918238,-106.403308
48,141,000109,3867,+31.910040,-106.415496
48,141,000110,3571,+31.903016,-106.415176
48,141,000111,2587,+31.906688,-106.437738
48,141,000112,4594,+31.905916,-106.428882
48,141,000204,5283,+31.890811,-106.402244
48,141,000205,4248,+31.885362,-106.412249
48,141,000206,4787,+31.874259,-106.414107
48,141,000207,4761,+31.904886,-106.395819
48,141,000208,3429,+31.923204,-106.384633
48,141,000301,6417,+31.855860,-106.430250
48,141,000302,5626,+31.861642,-106.418494
48,141,000401,6253,+31.852378,-106.459974
48,141,000403,3373,+31.859373,-106.445719
48,141,000404,4316,+31.864388,-106.436079
48,141,000600,4727,+31.830736,-106.448247
48,141,000800,5916,+31.817321,-106.451601
48,141,000900,7871,+31.809246,-106.460094
48,141,001001,3223,+31.799976,-106.461529
48,141,001002,3845,+31.800764,-106.450724
48,141,001104,7923,+31.828676,-106.547394
48,141,001107,7034,+31.856008,-106.545135
48,141,001109,4722,+31.848366,-106.528305
48,141,001110,4684,+31.833295,-106.519037
48,141,001111,4811,+31.819061,-106.505824
48,141,001112,4841,+31.847764,-106.549907
48,141,001113,7040,+31.838982,-106.541617
48,141,001114,4988,+31.819740,-106.529062
48,141,001115,3445,+31.812888,-106.524154
48,141,001201,5657,+31.852143,-106.579730
48,141,001202,4846,+31.852951,-106.567124
48,141,001203,968,+31.821100,-106.560813
48,141,001301,3585,+31.853661,-106.594504
48,141,001302,7344,+31.825800,-106.582742
48,141,001400,2232,+31.792026,-106.518558
48,141,001501,5203,+31.793815,-106.502728
48,141,001502,2779,+31.776330,-106.498962
48,141,001600,4515,+31.763841,-106.496522
48,141,001700,698,+31.759530,-106.489122
48,141,001800,1369,+31.751872,-106.487171
48,141,001900,2997,+31.753302,-106.480752
48,141,002000,2171,+31.754887,-106.475672
48,141,002100,3050,+31.763799,-106.473502
48,141,002201,3372,+31.778201,-106.479617
48,141,002202,4712,+31.770257,-106.485237
48,141,002300,4863,+31.786520,-106.467208
48,141,002400,3614,+31.789479,-106.454655
48,141,002500,6084,+31.791583,-106.440936
48,141,002600,3337,+31.781448,-106.450655
48,141,002800,5732,+31.770450,-106.460068
48,141,002900,1552,+31.771986,-106.449066
48,141,003000,4188,+31.765114,-106.435658
48,141,003100,3622,+31.761529,-106.427148
48,141,003200,2774,+31.774909,-106.417992
48,141,003300,5921,+31.784459,-106.427759
48,141,003402,6496,+31.785815,-106.402495
48,141,003403,5788,+31.784479,-106.385199
48,141,003404,6362,+31.783190,-106.368738
48,141,003501,2939,+31.753583,-106.381391
48,141,003502,4923,+31.734884,-106.358955
48,141,003601,4225,+31.762478,-106.416982
48,141,003602,3043,+31.762774,-106.408469
48,141,003701,4417,+31.749717,-106.394515
48,141,003702,4738,+31.741517,-106.383966
48,141,003801,5799,+31.725482,-106.370114
48,141,003803,3250,+31.715600,-106.358820
48,141,003804,3925,+31.712010,-106.349674
48,141,003901,3950,+31.701683,-106.335240
48,141,003902,2854,+31.688036,-106.323564
48,141,003903,6921,+31.692577,-106.339991
48,141,004002,8382,+31.671643,-106.307542
48,141,004003,8507,+31.704271,-106.305262
48,141,004004,5584,+31.696687,-106.310608
48,141,004103,6939,+31.721683,-106.325866
48,141,004104,6598,+31.714176,-106.335574
48,141,004105,3799,+31.739170,-106.348694
48,141,004106,5271,+31.737935,-106.339165
48,141,004107,1459,+31.734845,-106.330489
48,141,004201,6397,+31.747183,-106.357660
48,141,004202,5958,+31.759396,-106.365834
48,141,004303,5956,+31.777409,-106.350925
48,141,004307,5548,+31.760777,-106.309032
48,141,004309,4796,+31.741629,-106.306782
48,141,004310,5269,+31.793109,-106.342604
48,141,004311,4445,+31.786038,-106.344102
48,141,004312,5300,+31.760096,-106.334827
48,141,004313,3316,+31.761864,-106.323880
48,141,004314,5459,+31.759105,-106.296432
48,141,004316,6289,+31.743358,-106.295733
48,141,004317,4263,+31.767951,-106.360460
48,141,004318,3957,+31.764218,-106.346991
48,141,004319,5709,+31.760384,-106.284282
48,141,004320,3431,+31.752556,-106.286304
48,141,010101,3673,+31.825650,-106.401518
48,141,010102,4799,+31.815170,-106.420860
48,141,010103,2550,+31.800441,-106.426873
48,141,010203,4732,+31.990151,-106.596879
48,141,010207,4803,+31.943249,-106.382672
48,141,010210,5902,+31.933273,-106.435329
48,141,010211,2930,+31.942428,-106.448012
48,141,010212,5613,+31.934479,-106.415007
48,141,010213,5740,+31.876040,-106.536411
48,141,010214,6440,+31.863971,-106.526536
48,141,010215,6597,+31.873598,-106.566426
48,141,010216,7035,+31.887269,-106.589736
48,141,010217,5023,+31.871926,-106.553580
48,141,010218,2781,+31.887336,-106.615779
48,141,010219,7642,+31.866470,-106.610963
48,141,010220,4459,+31.962355,-106.575489
48,141,010221,6752,+31.931936,-106.595500
48,141,010222,2175,+31.930084,-106.612383
48,141,010303,3489,+31.790188,-106.327527
48,141,010307,6366,+31.776613,-106.331347
48,141,010311,6997,+31.795423,-106.313376
48,141,010312,4197,+31.787373,-106.313072
48,141,010316,4418,+31.777198,-106.317066
48,141,010317,4411,+31.777555,-106.307673
48,141,010319,641,+31.879817,-106.076408
48,141,010322,4861,+31.796656,-106.293359
48,141,010323,4238,+31.786758,-106.292347
48,141,010324,8836,+31.785638,-106.275895
48,141,010325,8377,+31.797954,-106.277247
48,141,010326,5015,+31.772348,-106.293775
48,141,010327,3904,+31.779520,-106.294003
48,141,010328,3825,+31.772124,-106.277362
48,141,010329,5021,+31.775437,-106.259359
48,141,010330,11245,+31.787828,-106.253483
48,141,010331,9763,+31.800702,-106.249816
48,141,010332,8500,+31.671520,-106.196300
48,141,010333,4772,+31.664343,-106.178523
48,141,010334,3469,+31.641874,-106.209210
48,141,010335,3991,+31.663131,-106.133314
48,141,010336,6638,+31.746187,-106.275569
48,141,010337,6744,+31.734644,-106.278443
48,141,010338,6989,+31.722697,-106.280258
48,141,010339,8264,+31.826215,-106.226541
48,141,010340,2265,+31.843546,-106.149033
48,141,010341,16119,+31.782042,-106.226574
48,141,010342,11505,+31.711874,-106.226282
48,141,010343,6835,+31.690634,-106.200667
48,141,010344,3430,+31.804050,-106.154934
48,141,010345,6959,+31.681164,-106.234046
48,141,010346,4445,+31.666131,-106.269469
48,141,010347,4350,+31.629170,-106.236290
48,141,010401,5981,+31.646362,-106.294230
48,141,010404,4726,+31.608617,-106.246104
48,141,010405,6261,+31.612192,-106.281155
48,141,010406,4395,+31.578685,-106.276717
48,141,010407,6341,+31.590162,-106.261482
48,141,010408,4019,+31.643056,-106.269665
48,141,010409,6377,+31.662857,-106.283557
48,141,010501,4291,+31.552564,-106.225968
48,141,010502,2281,+31.526304,-106.163149
48,141,010504,1834,+31.441544,-106.087109
48,141,010505,4000,+31.500444,-106.150917
48,141,010506,3982,+31.477975,-106.120584
48,141,010600,6146,+31.838972,-106.443972
48,141,980000,2,+31.823809,-106.341124
48,143,950100,3054,+32.394720,-098.163497
48,143,950201,3455,+32.243815,-098.147299
48,143,950202,6399,+32.217694,-098.273313
48,143,950300,6193,+32.091174,-098.343438
48,143,950400,6517,+32.215211,-098.231757
48,143,950500,6967,+32.225675,-098.214316
48,143,950600,3153,+32.214526,-098.199235
48,143,950700,2152,+32.079074,-098.070978
48,145,000200,2937,+31.308867,-097.093554
48,145,000300,3708,+31.314446,-096.892203
48,145,000400,2220,+31.298753,-096.887468
48,145,000500,2244,+31.196059,-097.062130
48,145,000700,2765,+31.094927,-096.971151
48,145,000800,3992,+31.306535,-096.858342
48,147,950100,2850,+33.604099,-095.909718
48,147,950300,3095,+33.601439,-096.323864
48,147,950401,4510,+33.587627,-096.206792
48,147,950402,6442,+33.599760,-096.176185
48,147,950500,2661,+33.516131,-096.016424
48,147,950600,2386,+33.536449,-096.200326
48,147,950701,4454,+33.402114,-096.224566
48,147,950702,3103,+33.426430,-096.339160
48,147,950800,4414,+33.720479,-096.131123
48,149,970100,1964,+30.074455,-096.726506
48,149,970200,2326,+29.973864,-096.874799
48,149,970300,5812,+29.907366,-096.874553
48,149,970400,3504,+29.889068,-096.952817
48,149,970500,3847,+29.720675,-097.104782
48,149,970600,5106,+29.700895,-096.893766
48,149,970700,1995,+29.909415,-096.676923
48,151,950300,1785,+32.683604,-100.380454
48,151,950400,2189,+32.847694,-100.441192
48,153,950500,2622,+34.139707,-101.432708
48,153,950600,3824,+33.976414,-101.337365
48,155,950100,1336,+33.991937,-099.701195
48,157,670101,6801,+29.590669,-095.457382
48,157,670102,3383,+29.584872,-095.464278
48,157,670200,8322,+29.594898,-095.475765
48,157,670300,3801,+29.599170,-095.487841
48,157,670400,5058,+29.607364,-095.500198
48,157,670500,4102,+29.606481,-095.520302
48,157,670601,8975,+29.590852,-095.516959
48,157,670602,1907,+29.595655,-095.498081
48,157,670700,3382,+29.569022,-095.487158
48,157,670800,14354,+29.524715,-095.469910
48,157,670901,10214,+29.550095,-095.526284
48,157,670902,5020,+29.541872,-095.480164
48,157,671001,5412,+29.572510,-095.551403
48,157,671002,6459,+29.573685,-095.533263
48,157,671100,8174,+29.592328,-095.548262
48,157,671200,6153,+29.603976,-095.536253
48,157,671300,3834,+29.610225,-095.554791
48,157,671400,8877,+29.612476,-095.574584
48,157,671501,7785,+29.594530,-095.573504
48,157,671502,1682,+29.579489,-095.572776
48,157,671601,6631,+29.598393,-095.605199
48,157,671602,3596,+29.592445,-095.587272
48,157,671700,5103,+29.614173,-095.593404
48,157,671800,3011,+29.633286,-095.554086
48,157,671900,4130,+29.652610,-095.589397
48,157,672001,8542,+29.656935,-095.609422
48,157,672002,6279,+29.641722,-095.589668
48,157,672100,4386,+29.612967,-095.625359
48,157,672200,3031,+29.628616,-095.629099
48,157,672301,7796,+29.657069,-095.636975
