state,county,tract,travel.time.to.work_less than 10 minutes,travel.time.to.work_10 to 14 minutes,travel.time.to.work_15 to 19 minutes,travel.time.to.work_20 to 24 minutes,travel.time.to.work_25 to 29 minutes,travel.time.to.work_30 to 34 minutes,travel.time.to.work_35 to 44 minutes,travel.time.to.work_45 to 59 minutes,travel.time.to.work_60 minutes or more
48,113,014309,1610,2950,4605,5560,3730,15600,1880,7655,13710
48,113,014310,1205,2375,5705,7450,5415,15300,4085,7245,10710
48,113,014311,,,,,,,,,
48,113,014312,2060,6190,6865,9780,5370,13740,9085,3015,7300
48,113,014403,1820,4525,5220,7640,2385,12240,4720,2635,3600
48,113,014405,830,1340,4590,6620,2275,5760,2935,5575,3150
48,113,014406,,,,,,,,,
48,113,014407,945,3240,6195,6860,6375,16920,6020,4185,6780
48,113,014408,1020,2715,6255,6060,3775,10995,7340,7735,5140
48,113,014501,890,3065,4785,5020,5115,4020,4735,2235,5880
48,113,014502,,,,,,,,,
48,113,014601,,,,,,,,,
48,113,014602,805,1460,6505,8500,2375,10560,4220,4230,5460
48,113,014603,,,,,,,,,
48,113,014701,665,2720,8205,8460,4750,6900,5110,1700,5430
48,113,014702,635,1755,4110,5885,5000,4410,6495,3685,8320
48,113,014703,,,,,,,,,
48,113,014901,195,670,2370,4040,1400,3480,330,2835,4105
48,113,014902,,,,,,,,,
48,113,015000,860,3845,11400,8720,6205,15030,7110,4860,18060
48,113,015100,880,1910,9085,9660,5275,15240,6865,5745,17250
48,113,015202,530,2210,8700,7120,3275,4650,2470,4665,10780
48,113,015204,1300,4595,6265,10845,3895,21360,13285,11610,19260
48,113,015205,640,3030,5760,4920,2525,11160,4780,9810,6240
48,113,015206,1075,2985,4500,4060,2375,10380,2785,5230,6180
48,113,015303,,,,,,,,,
48,113,015304,,,,,,,,,
48,113,015305,385,2310,7250,8220,4775,8010,3915,3910,6105
48,113,015306,605,3015,8535,9780,6650,14520,5370,5790,1900
48,113,015401,760,5150,7605,17860,8800,19530,6080,8815,5390
48,113,015403,,,,,,,,,
48,113,015404,1055,2630,3570,3560,2390,5310,4945,7440,5490
48,113,015500,635,2650,1410,3105,5025,7230,1910,3870,8940
48,113,015600,1715,2930,4755,5920,2975,15390,7450,5600,14420
48,113,015700,280,400,2605,6340,2075,11610,2100,1020,6580
48,113,015800,360,900,1515,3770,745,5850,2800,5880,2580
48,113,015900,565,1320,3975,4895,3305,11010,3895,14130,1380
48,113,016001,1225,3685,1950,8900,3430,11370,1420,10710,7020
48,113,016002,340,1110,1290,3360,2525,5640,2590,4500,3705
48,113,016100,960,760,3425,2580,2780,7050,1640,3810,5400
48,113,016201,950,4910,2890,8840,975,9270,10540,6785,9960
48,113,016202,770,4815,3150,8440,6175,18720,7975,8080,18385
48,113,016301,740,3810,6285,8690,5600,18180,16430,8370,20500
48,113,016302,460,870,1545,2760,2450,1830,3325,4390,6160
48,113,016401,1235,3435,8055,13920,5250,41190,23570,18375,12325
48,113,016406,735,1190,2100,10000,3850,18360,2830,5990,7470
48,113,016407,1010,3370,5970,8100,2600,14580,15130,14430,12480
48,113,016408,990,3710,3610,9600,8975,22320,9125,11845,19980
48,113,016409,700,1735,3705,5900,4975,6720,10610,9055,11080
48,113,016410,365,2360,5165,8260,4720,12250,10850,14390,17080
48,113,016411,575,3075,9670,16835,10125,25350,9185,21305,19095
48,113,016412,495,2050,5430,11230,2550,16920,8630,16200,3480
48,113,016413,1340,2355,6035,9505,7395,16530,16980,21155,16380
48,113,016502,1240,3360,5020,7740,10090,14280,9235,17390,30880
48,113,016509,2135,3240,4680,8355,3285,16470,8245,22515,5100
48,113,016510,1145,4770,8300,15220,7500,29675,19465,37240,39565
48,113,016511,,,,,,,,,
48,113,016513,715,3095,3410,5760,4825,15090,13730,14790,17685
48,113,016514,935,2145,5535,12520,7950,16680,13970,27125,22520
48,113,016516,535,3110,4785,8580,3725,12720,7580,11055,6540
48,113,016517,705,2890,2745,3460,3860,8550,7120,9910,7740
48,113,016518,1300,3520,3590,5400,6450,13380,4230,6860,8520
48,113,016519,1115,970,1635,2720,2750,4050,2800,5040,6240
48,113,016520,1620,2710,6345,9610,8650,24210,7480,13985,4980
48,113,016521,2200,2980,4575,9180,4125,12870,10520,6335,5880
48,113,016522,1155,525,4480,3180,1200,15345,6140,5355,10600
48,113,016523,1255,2700,1650,3640,3730,15960,7770,11730,10630
48,113,016605,1265,360,3365,6180,2715,25200,1760,12320,9420
48,113,016606,2100,5000,5625,12930,6150,24930,8315,15950,21700
48,113,016607,760,2325,4020,5260,1250,9870,1535,6435,10865
48,113,016610,815,1560,3300,5915,3425,14940,4745,9495,16630
48,113,016611,1425,2470,6060,7200,1525,12150,15195,13365,25980
48,113,016612,1735,5780,5460,9990,8075,44430,31770,62700,62965
48,113,016615,925,2140,2905,5260,4890,8670,6280,11320,10840
48,113,016616,990,1280,2830,13280,4100,12420,15845,19245,19905
48,113,016617,840,3570,3410,8425,2850,11880,6035,8105,15140
48,113,016618,585,2020,4305,4860,1575,11850,6905,14175,7590
48,113,016619,1310,1260,2385,5295,4175,6300,2435,8075,20290
48,113,016620,575,1650,3105,6200,8815,12600,16835,12940,13600
48,113,016621,305,790,2625,7460,2485,9900,9175,10285,25050
48,113,016622,685,1740,3750,9520,2775,7800,4595,11565,15415
48,113,016623,1750,855,3420,7080,3630,16530,7080,17810,22405
48,113,016624,155,875,1485,2280,5020,12690,4400,17205,4500
48,113,016625,3130,1690,9630,19740,4525,20970,10320,28330,46125
48,113,016626,760,2980,3045,5440,6000,14610,6715,7885,11010
48,113,016701,,,,,,,,,
48,113,016703,660,4110,7890,9340,1050,34950,9065,27675,26790
48,113,016704,805,1820,1205,3500,2325,12930,2255,15765,7650
48,113,016705,805,2155,4905,6260,2650,28110,8410,19720,17650
48,113,016802,435,1080,1735,4440,2700,10350,1675,13245,11115
48,113,016803,225,1480,2905,3100,4800,19650,7450,18255,10340
48,113,016804,845,1920,5330,11650,4160,28320,8345,35390,51480
48,113,016902,1125,1730,2640,1320,2825,15300,3120,14295,11195
48,113,016903,815,1110,3170,4580,1050,11550,5505,9670,16610
48,113,017001,815,2365,4205,4660,4880,24010,5170,8370,29215
48,113,017003,815,1000,2865,6860,4850,22920,15110,42035,48350
48,113,017004,615,1560,2955,7480,3300,24210,13570,22745,36960
48,113,017101,575,2255,3985,6060,2000,18780,4440,9085,20940
48,113,017102,645,1270,1285,6100,650,12240,7790,14075,17040
48,113,017201,330,2550,3480,6100,2275,12990,6825,7725,16270
48,113,017202,1610,2000,6450,5460,3600,14010,7675,15290,25495
48,113,017301,830,1210,3975,6000,5025,19080,4250,16200,18760
48,113,017303,355,1530,8600,13320,8200,19800,7905,27700,38150
48,113,017304,975,5290,5950,6800,8915,39570,29060,40490,34455
48,113,017305,705,3975,4590,14605,8555,24060,33845,32895,36190
48,113,017306,790,4585,6375,7435,4465,26160,10030,24185,21640
48,113,017400,320,2255,3930,5020,2325,20790,7660,20390,17575
48,113,017500,1050,2210,1080,6780,2125,15240,3740,6345,11850
48,113,017602,470,3080,4470,3440,1150,13200,3675,4355,11505
48,113,017604,210,2245,2520,3940,1025,5250,3640,11425,14390
48,113,017605,225,1640,2490,3520,2170,9270,2610,16270,15100
48,113,017606,1120,2370,3165,6080,1950,12600,7235,11435,15545
48,113,017702,1520,2120,7260,7520,9435,23250,16720,20255,13870
48,113,017703,940,3260,2940,6600,1925,11370,2985,5785,6330
48,113,017704,1450,2280,2370,3240,1870,17550,8810,16755,13140
48,113,017804,2090,6050,7060,6760,3635,14580,8275,18585,17790
48,113,017805,1335,4050,6050,3640,2250,18900,8505,11505,24380
48,113,017806,1375,2545,5175,4760,2825,13020,5610,14650,9420
48,113,017807,3375,2680,8085,7300,2875,18150,4510,19405,16480
48,113,017808,780,4200,5460,4140,1245,15960,4645,9490,10910
48,113,017811,585,3135,4210,5060,2450,17580,10405,10445,6420
48,113,017812,665,1840,2375,2380,1075,6990,3125,7620,11365
48,113,017813,1335,3560,3630,9465,9225,18090,12425,20910,12720
48,113,017814,1195,2565,5825,8680,4625,12750,10620,21060,9330
48,113,017900,955,1500,4660,7180,1325,4560,5260,11955,14835
48,113,018001,,,,,,,,,
48,113,018002,1340,1300,2230,4675,2200,7530,5670,8375,6120
48,113,018104,2075,3610,4260,8360,4100,13350,18095,15620,18400
48,113,018105,1370,2345,7145,10030,3025,16710,6990,12005,8410
48,113,018110,920,1165,3435,7130,3625,13230,5230,8370,12600
48,113,018111,1055,1490,5325,6635,3365,20310,12220,10975,23145
48,113,018118,995,3120,5790,10700,6425,23060,17020,32145,20900
48,113,018120,1350,2045,5840,7340,4850,17610,12300,11870,13140
48,113,018121,805,3190,4785,7410,2875,18690,14520,15810,19190
48,113,018122,2445,5195,11895,20640,10340,35070,22065,47285,65350
48,113,018123,805,4390,8655,12640,4510,21840,15275,28635,24720
48,113,018124,2360,4150,10920,22210,18250,36660,29500,60975,67410
48,113,018126,385,4810,6305,5060,4600,21690,9445,18000,13230
48,113,018127,205,1800,3730,4600,3410,4410,4205,4365,14030
48,113,018128,885,3175,7310,7500,3635,19630,5735,19000,12990
48,113,018129,640,1390,5450,6080,2475,13380,9300,7260,9030
48,113,018130,1295,1960,2955,6455,2250,10140,10310,5170,8885
48,113,018132,1085,3590,4305,6920,2550,16500,8670,11085,29430
48,113,018133,665,1055,3845,4330,1175,15240,5960,17225,13410
48,113,018134,1195,1565,6490,6520,2500,10830,17660,25340,23185
48,113,018135,1195,2010,5805,2360,4325,6580,7950,8480,15610
48,113,018136,1510,3180,9780,11280,5800,16980,16620,30795,19755
48,113,018137,575,1520,2300,3840,3075,9300,7765,16075,13410
48,113,018138,970,3370,4095,9640,4970,13765,5610,8965,13650
48,113,018139,1175,2720,6075,12050,3425,16890,20900,21765,18905
48,113,018140,905,1250,4665,5000,7650,17160,15795,22830,10950
48,113,018141,285,1245,5700,7105,4215,12480,5185,6430,13580
48,113,018142,735,710,2720,3800,5425,11760,4415,9735,8550
48,113,018203,630,1980,5535,6735,6675,22535,9680,12435,12730
48,113,018204,780,2465,4410,5860,1275,15840,2215,7650,10815
48,113,018205,625,1550,6180,5840,3075,17130,7940,8905,9200
48,113,018206,1230,1545,3600,3660,2900,12630,7340,6785,15930
48,113,018300,605,2590,6465,4680,7850,30895,7905,14765,7860
48,113,018401,815,1480,4905,4800,2350,18510,7010,11665,9030
48,113,018402,425,2040,1755,7700,1700,10260,2705,11800,10675
48,113,018403,,,,,,,,,
48,113,018501,695,1475,2910,4480,5025,14010,1795,3530,5370
48,113,018503,1070,4380,3135,6635,6125,18060,4720,9910,22020
48,113,018505,1045,1990,2175,4160,1950,13460,6835,8820,11715
48,113,018506,,,,,,,,,
48,113,018600,675,1890,2145,4660,525,6900,3110,11610,6210
48,113,018700,985,3390,6885,4675,3325,28320,3275,9000,8265
48,113,018801,520,1770,5205,6660,3725,15990,9075,9280,6640
48,113,018802,,,,,,,,,
48,113,018900,475,1945,3570,6620,4450,20640,7490,9275,12700
48,113,019004,700,2670,6100,15960,5475,18990,9820,13570,8760
48,113,019013,1225,3040,5525,3920,3700,15960,9135,6620,5850
48,113,019014,855,3105,6605,8160,3525,22860,5735,17370,15220
48,113,019016,360,1000,2250,4500,3765,9270,3360,5045,5780
48,113,019018,920,2800,6045,4580,2390,15475,6285,12445,16630
48,113,019019,905,4075,6030,10560,2700,23160,7915,10645,12030
48,113,019020,865,3530,9215,4445,4350,10260,9615,11565,3740
48,113,019021,645,2805,6250,10160,5950,29040,6285,9135,5820
48,113,019023,1580,2875,7995,4560,3455,18600,11025,7755,5940
48,113,019024,1305,1200,5185,4940,6725,14910,8940,7815,3470
48,113,019025,430,1560,7975,8945,4200,9710,11400,15725,13410
48,113,019026,355,2710,4660,9500,5650,9270,15660,10660,18060
48,113,019027,1775,1830,5910,8680,5850,12180,6860,10995,7525
48,113,019028,255,2960,5400,2860,875,11040,6030,5645,9600
48,113,019029,580,4065,3735,12060,4700,16560,8045,10875,9420
48,113,019031,,,,,,,,,
48,113,019032,,,,,,,,,
48,113,019033,1060,1630,4750,3480,2325,11550,4060,9735,6680
48,113,019034,605,1345,7820,6420,4385,17310,3115,4000,14860
48,113,019035,780,1350,6435,6515,1425,14820,5275,8385,19480
48,113,019036,545,2605,2845,4180,1600,9570,1150,9640,6435
48,113,019037,625,1890,4465,4800,3250,10980,1060,5625,4500
48,113,019038,720,1910,2235,1060,450,1680,1310,1665,1440
48,113,019039,800,4060,7260,9815,2645,16470,5155,4420,20320
48,113,019040,1985,4895,7980,7460,5500,14220,5725,7645,7790
48,113,019041,,,,,,,,,
48,113,019042,520,3805,7770,5480,4625,11010,5545,15005,16230
48,113,019043,655,6400,9685,11800,5750,22340,9205,22030,8460
48,113,019100,1320,7470,6410,6780,6575,10580,3505,13420,14755
48,113,019202,1630,2940,4275,6110,4825,14400,2400,8190,8785
48,113,019203,1220,2920,5370,4620,1775,8100,7315,4730,2660
48,113,019204,1060,10395,16980,19880,10875,19170,12580,4185,31010
48,113,019205,1010,2725,4815,5600,2225,7710,4130,4595,4040
48,113,019206,,,,,,,,,
48,113,019208,830,5145,6460,7600,3850,19080,8270,7515,16330
48,113,019210,870,1950,3595,4280,2955,5400,3670,8270,6540
48,113,019211,1260,3105,7595,9560,8600,11700,3420,6845,20510
48,113,019212,415,2040,2670,6880,2700,16800,3960,3510,13825
48,113,019213,,,,,,,,,
48,113,019301,1075,2300,2825,4110,1900,2940,825,855,2380
48,113,019302,,,,,,,,,
48,113,019400,,,,,,,,,
48,113,019501,,,,,,,,,
48,113,019502,1425,5555,3195,5380,3000,5220,1405,1875,4320
48,113,019600,,,,,,,,,
48,113,019700,,,,,,,,,
48,113,019800,,,,,,,,,
48,113,019900,365,730,2580,6460,2650,17490,3670,3050,6970
48,113,020000,935,2440,3390,10035,2025,12810,8530,4910,4140
48,113,020100,435,1365,2610,2300,1400,5490,1100,3190,2910
48,113,020200,465,290,2280,2345,1675,5670,2840,9405,11270
48,113,020300,355,360,1410,1260,1925,4350,1360,4230,8395
48,113,020400,2520,5650,7090,7520,6900,26270,4960,5760,18665
48,113,020500,,,,,,,,,
48,113,020600,,,,,,,,,
48,113,020700,1010,2085,7605,9020,6900,9900,3260,5445,8140
48,113,980000,,,,,,,,,
48,113,980100,,,,,,,,,
48,115,950401,,,,,,,,,
48,115,950402,,,,,,,,,
48,115,950500,,,,,,,,,
48,115,950600,,,,,,,,,
48,117,950300,4415,4580,4355,6540,975,3750,4605,5175,6925
48,117,950400,,,,,,,,,
48,117,950500,,,,,,,,,
48,117,950600,2755,4510,4185,2360,450,2250,1225,6980,3915
48,119,950100,695,630,2475,1720,1150,8040,4770,1215,10290
48,119,950200,795,590,870,1860,1765,4170,1750,2215,4610
48,121,020103,4800,4205,11650,11335,8330,16265,14100,22265,42010
48,121,020104,770,1550,3640,4860,1625,6930,4445,10740,10600
48,121,020105,,,,,,,,,
48,121,020106,1000,2180,2095,6830,5350,12600,6220,32745,24615
48,121,020107,735,2390,2940,4640,3745,13410,9505,19340,40050
48,121,020108,1380,5640,5205,15920,4400,37140,29590,64555,51600
48,121,020109,370,690,2730,3550,1300,9030,4745,8075,4005
48,121,020110,520,1520,3855,6480,3425,12660,12790,20445,12390
48,121,020111,195,1120,3450,3040,3175,8430,3610,12015,5715
48,121,020112,430,1170,2830,4700,2925,8850,4815,8440,8515
48,121,020113,925,1030,5800,6900,5925,18225,34805,48480,51975
48,121,020114,680,4975,5960,6840,8175,18240,9895,21660,46250
48,121,020115,615,1360,2805,4440,4405,14200,13900,23625,26055
48,121,020202,2225,2515,9810,16165,10250,17370,8615,27415,54325
48,121,020203,2245,1870,5915,11020,1225,8310,4490,14775,13320
48,121,020204,765,2010,3030,8320,3330,9660,5110,5895,12500
48,121,020205,290,820,1455,1980,850,3150,2790,5785,9510
48,121,020303,2120,4385,8250,13005,12025,17700,14475,31315,39885
48,121,020305,1885,2180,4710,6280,6925,17015,12325,29260,12340
48,121,020306,1210,7075,9865,8740,6000,15490,13015,14165,25000
48,121,020307,2465,3260,9540,8510,11810,9180,10505,30690,30990
48,121,020308,1715,2550,6460,9005,8525,24870,19200,49110,51715
48,121,020309,2335,1630,7760,12200,7935,14760,15775,22040,55510
48,121,020310,,,,,,,,,
48,121,020401,2625,8280,9040,10340,2275,10230,6855,19690,36230
48,121,020402,1750,2845,5800,5380,1100,5500,7700,10420,35075
48,121,020403,2090,4135,2790,4340,1075,2760,3075,5720,3310
48,121,020503,1190,8710,9840,7535,2725,6840,2650,7050,18840
48,121,020504,290,3010,3705,3020,2425,4500,2915,5625,6355
48,121,020505,4205,8445,9165,6595,3225,6630,6020,12975,14030
48,121,020506,,,,,,,,,
48,121,020601,1765,6090,8640,2520,2925,6180,2040,9965,10815
48,121,020602,4975,5995,12490,7475,3900,13800,4720,16565,19240
48,121,020700,1985,5500,2845,2060,575,3450,8800,7930,4740
48,121,020800,4955,8165,5255,3540,4475,8430,6140,10415,10080
48,121,020900,1950,4110,3975,4540,1950,5610,5595,4280,9345
48,121,021000,2435,6500,3090,3600,2300,4680,3060,9020,3225
48,121,021100,2590,2610,2730,1600,2775,4620,2680,5160,5165
48,121,021201,3430,6120,7530,5160,1875,6040,5765,2750,12350
48,121,021202,510,3490,4755,2880,1650,3450,3595,4710,8875
48,121,021301,3055,4860,3805,6400,2175,4380,2650,11575,7890
48,121,021303,1490,6580,8060,10280,1700,11070,4560,8735,20390
48,121,021304,4065,4440,4275,3395,1850,12060,7520,9820,25375
48,121,021305,3000,4750,4245,2580,975,5530,5830,5275,6075
48,121,021403,2025,5120,6835,16190,6750,21180,22395,32700,16455
48,121,021404,2180,4840,5865,10290,9825,20170,16635,26670,19385
48,121,021405,3205,6730,11935,10085,4050,18900,13555,20120,17490
48,121,021406,1160,6550,9855,8985,4150,12870,14905,23185,25815
48,121,021407,620,3720,3750,5760,2575,11670,11925,25575,35575
48,121,021408,815,2740,4995,10475,6840,11340,8580,22875,30530
48,121,021409,1650,3970,4935,7050,8400,16350,11630,36570,23365
48,121,021502,2100,2565,6340,4660,4420,6090,6700,4965,10290
48,121,021505,2510,3305,7230,9320,6175,18970,8410,17900,6630
48,121,021512,1120,2130,2115,5860,4200,7500,11435,13860,16000
48,121,021513,645,1690,1325,6020,3865,7980,9225,10445,11235
48,121,021514,1250,1590,2850,2580,2885,9840,11380,14935,10240
48,121,021515,405,2075,4885,6900,6600,31860,16090,24095,24325
48,121,021516,1440,1360,2910,8840,3675,11570,15865,37665,39875
48,121,021517,660,2200,3445,4280,2025,7830,2690,13115,3210
48,121,021518,465,1450,1330,4700,2650,13110,3545,7925,6180
48,121,021519,2600,5070,12065,23780,18710,35100,20210,38425,27305
48,121,021520,865,2200,4770,7320,3975,12210,4165,7260,4380
48,121,021521,1230,2610,5400,4920,4600,15300,4275,17040,10855
48,121,021522,,,,,,,,,
48,121,021523,195,1400,3205,4200,3925,13320,11660,5655,5970
48,121,021524,,,,,,,,,
48,121,021525,1405,2555,7140,7220,2350,21240,19370,39245,16330
48,121,021526,1805,2750,2655,3725,3825,12570,14575,20065,13800
48,121,021527,745,3090,2645,3100,3450,11280,9205,10640,20450
48,121,021611,,,,,,,,,
48,121,021612,520,3005,4575,7740,4925,17700,3460,6475,6600
48,121,021613,1570,2620,9070,9665,3320,13680,4685,9185,11185
48,121,021614,575,2155,5245,9145,4275,10680,1835,6800,3540
48,121,021615,,,,,,,,,
48,121,021616,415,1645,6085,6140,4000,14820,6460,7240,9380
48,121,021618,1330,6920,7875,7020,1100,10140,2515,1920,13880
48,121,021619,,,,,,,,,
48,121,021620,215,1385,4110,2720,725,6820,3340,5030,1860
48,121,021621,640,1620,5690,6900,4070,8970,8020,8810,2990
48,121,021622,495,1530,4650,17000,4175,21300,10375,14315,11900
48,121,021623,540,3010,8695,9660,9250,21990,16835,16920,8440
48,121,021624,365,2385,8790,8780,11950,28160,9290,9680,12825
48,121,021625,440,3775,4430,5120,4550,15060,13740,14745,11115
48,121,021626,820,810,2850,3525,1875,3420,785,2820,3300
48,121,021627,4245,5265,4770,10710,10465,24300,12715,16030,8340
48,121,021628,1760,3250,14310,9505,7655,28590,9375,9510,8835
48,121,021629,865,3650,8625,6745,6700,12840,16045,15040,3390
48,121,021630,635,2420,5265,11230,7550,13320,5730,12575,8330
48,121,021631,580,1840,6390,10800,14175,15120,13330,6860,7950
48,121,021632,835,1730,4095,5495,2350,14650,6825,4590,7860
48,121,021633,165,2070,6940,8970,4175,16950,4260,5625,7215
48,121,021634,560,6305,13260,10720,3920,21930,7975,6120,7020
48,121,021635,440,1435,6520,7760,1725,21870,8350,5395,11480
48,121,021636,3190,7085,8495,16505,13575,20610,16530,10045,16660
48,121,021637,955,4280,6495,7520,7850,15690,1830,3360,4525
48,121,021638,1350,3845,4020,10075,5725,15320,4315,5590,6920
48,121,021715,740,1820,3300,3340,3325,20010,9330,17035,8560
48,121,021716,1465,1865,6685,4540,2850,16440,8665,19655,12705
48,121,021717,2645,6500,4155,8720,2850,9810,10345,15570,17020
48,121,021718,895,2250,5885,7140,7850,6450,24940,28450,38990
48,121,021719,885,2460,2150,5425,2985,9750,10725,14645,16555
48,121,021720,670,1065,4380,1920,1525,10290,6245,11895,4740
48,121,021721,810,1515,3450,8765,4315,8610,5755,8235,12040
48,121,021722,1830,2650,3765,3760,850,13830,14030,8295,17445
48,121,021723,205,390,2480,820,2245,7650,2135,6570,5835
48,121,021724,830,3320,2710,4585,2275,8490,7025,10345,4950
48,121,021725,1310,2525,2740,6310,4750,10590,6755,8320,15160
48,121,021726,,,,,,,,,
48,121,021727,800,965,4980,5580,4430,8340,7940,11565,6080
48,121,021728,500,2080,5715,1060,850,4650,8155,2745,2960
48,121,021729,735,2205,2515,5820,3425,7410,10435,7285,6750
48,121,021730,795,1210,4200,5860,6125,13710,4755,5935,15290
48,121,021731,1290,2505,4210,5425,4200,12570,3150,11460,5120
48,121,021732,445,2910,3115,4575,2850,3540,1555,2430,1380
48,121,021733,1010,1230,4280,7650,4755,7950,5355,3735,5100
48,121,021734,,,,,,,,,
48,121,021735,2310,3090,6775,7195,8235,5040,10835,9820,17870
48,121,021736,,,,,,,,,
48,121,021737,870,2160,5340,5880,8350,9870,8230,10560,8420
48,121,021738,730,1685,4915,5600,3475,6720,2145,3780,4920
48,121,021739,,,,,,,,,
48,121,021740,1405,4620,5295,11750,5430,20535,4685,8090,6190
48,121,021741,500,2345,1860,400,2150,3360,1975,5725,6690
48,121,021742,1430,3600,5310,3880,4400,16560,7495,12095,44660
48,121,021743,,,,,,,,,
48,121,021744,,,,,,,,,
48,121,021745,2605,4420,4410,4200,6105,12810,7610,9490,13680
48,121,021746,960,740,2790,1880,2720,7980,8555,10905,8975
48,121,021747,1145,1360,2250,5440,3750,7500,11965,11305,12180
48,121,021748,800,2640,1830,3920,3025,11520,8265,16715,5640
48,121,021749,420,840,1215,4135,1800,13920,5860,6210,7495
48,121,021750,485,1190,1305,3980,3625,8790,3030,9905,4600
48,121,021751,470,2380,2605,4520,5725,12285,3580,16935,12690
48,121,021752,645,2570,2855,5840,6325,11610,11310,14675,5280
48,121,021753,770,1880,3405,11340,3550,7080,9070,16185,37370
48,121,021800,725,3095,3385,5515,5375,9735,12365,7915,3660
48,121,021900,830,1085,5490,3120,3350,11580,6665,10555,28630
48,123,970100,2380,2520,3300,2260,2850,6120,1270,1710,8360
48,123,970200,,,,,,,,,
48,123,970300,2990,1510,2145,2420,525,9750,3885,2835,1140
48,123,970400,1790,2020,2320,3030,3615,10370,4060,5115,18675
48,123,970500,1360,780,555,1165,455,7290,2470,5445,16300
48,125,950300,1030,1000,970,260,575,2340,1250,970,4365
48,127,950200,,,,,,,,,
48,127,950400,425,640,1155,3615,650,2340,,1260,2735
48,129,950200,,,,,,,,,
48,129,950300,355,1025,1145,300,575,1895,2280,1815,5890
48,131,950100,,,,,,,,,
48,131,950200,,,,,,,,,
48,131,950500,775,180,1130,860,,8250,3660,4230,38490
48,133,950100,,,,,,,,,
48,133,950200,,,,,,,,,
48,133,950300,1665,2805,5010,3980,2950,4020,,6635,19980
48,133,950400,,,,,,,,,
48,133,950500,685,610,765,2100,305,7020,3105,760,5240
48,135,000100,,,,,,,,,
48,135,000300,800,680,3800,1620,700,4260,760,1775,3840
48,135,000400,,,,,,,,,
48,135,000500,,,,,,,,,
48,135,000600,3150,5940,6705,8020,525,6300,2235,5960,22270
48,135,000700,1545,5135,10170,3760,1975,5340,2135,2830,6970
48,135,000800,1195,3595,6345,5080,3575,3690,2485,2880,8060
48,135,001000,3975,6065,5400,5480,1025,3510,2780,3645,5545
48,135,001100,2860,6090,8905,6860,4075,7170,5770,3195,22155
48,135,001300,,,,,,,,,
48,135,001500,,,,,,,,,
48,135,001600,,,,,,,,,
48,135,001700,,,,,,,,,
48,135,001800,,,,,,,,,
48,135,001900,,,,,,,,,
48,135,002000,,,,,,,,,
48,135,002200,900,1065,3350,3820,3750,9210,3065,4600,9060
48,135,002300,,,,,,,,,
48,135,002400,2315,6335,7915,8380,900,5640,1475,1445,9670
48,135,002501,,,,,,,,,
48,135,002502,,,,,,,,,
48,135,002503,,,,,,,,,
48,135,002700,2645,1640,11395,14040,6850,17880,5890,3870,30925
48,135,002801,275,1355,4200,6600,2050,6330,4600,2870,14670
48,135,002802,810,7435,11070,14500,2045,19740,5295,8910,46340
48,135,002900,,,,,,,,,
48,135,003000,2895,10305,14400,14060,4900,10650,3230,5635,30820
48,135,003100,,,,,,,,,
48,137,950300,,,,,,,,,
48,139,060101,920,3560,3720,9190,4675,12900,9250,26440,22465
48,139,060102,810,1500,3525,7780,5400,13500,11760,29940,20390
48,139,060204,2110,2855,7945,13265,6170,20130,25330,28840,22990
48,139,060206,1145,2880,11475,6940,5500,8850,2880,11555,16610
48,139,060207,1230,2635,5745,10190,2125,13230,11385,20085,15495
48,139,060208,2840,2200,3775,3340,3150,8820,6155,14535,13240
48,139,060209,1005,1620,4050,3260,1250,6960,7055,14875,18710
48,139,060210,,,,,,,,,
48,139,060211,405,1530,3855,3900,985,1320,5865,13070,5800
48,139,060212,1185,2365,4845,5880,3950,12660,7755,9050,30790
48,139,060213,975,4140,7695,6505,2200,13260,7295,19615,18460
48,139,060214,945,3995,5580,9085,6100,15690,17215,27145,37590
48,139,060300,3040,3400,1485,6230,1575,2100,3910,8725,8700
48,139,060400,1970,4870,3165,3380,2850,3900,2425,4560,6570
48,139,060500,1510,2660,2250,2760,1550,3750,1790,7685,7195
48,139,060600,7400,6045,6185,4320,1625,12480,2760,13835,9815
48,139,060701,310,1570,1095,840,2275,7470,1660,5780,6990
48,139,060702,1055,1920,3570,3000,3225,10290,5105,11830,12540
48,139,060703,,,,,,,,,
48,139,060801,965,1990,4505,5680,4525,16380,13305,24740,33415
48,139,060802,945,2180,6780,6320,2200,16470,3875,19725,49690
48,139,060803,545,2365,1710,620,575,2100,2135,3455,7680
48,139,060900,890,1240,2965,6800,3975,7635,11565,24840,34970
48,139,061000,1030,1050,1945,4040,2525,7400,5350,10915,13470
48,139,061100,545,3825,4210,2020,1400,12040,5505,12295,18800
48,139,061200,585,905,2605,3400,1100,1860,1480,2680,5745
48,139,061300,440,1020,2565,3260,525,4800,3225,5935,13695
48,139,061400,6965,5865,3075,7740,1800,3900,7690,18885,40635
48,139,061500,2770,3535,3450,3360,1600,2730,4245,4560,8740
48,139,061600,3720,3710,3360,1100,2600,8340,1880,10430,10140
48,139,061700,275,3850,5655,7300,2475,4170,2620,21125,25595
48,141,000101,,,,,,,,,
48,141,000106,,,,,,,,,
48,141,000107,745,2110,3480,8540,4065,16920,2900,2240,13650
48,141,000108,145,1360,1345,8020,2575,6060,1695,2040,2340
48,141,000109,,,,,,,,,
